"datetime","hourly_temp_27","hourly_light_27","hourly_turbidity","hourly_rain","hourly_flow"
2021-01-02 19:00:00,21.919326171875,1196.8,12.8361333333333,0,0.085
2021-01-02 20:00:00,21.661923828125,278.96,13.6020344827586,0,0.095
2021-01-02 21:00:00,21.36162109375,4.05,13.8100666666667,0,0.095
2021-01-02 22:00:00,21.19001953125,0,13.5042,0,0.09
2021-01-02 23:00:00,21.147119140625,0,15.2534,0,0.085
2021-01-03 00:00:00,21.10421875,0,15.2305862068966,0,0.08
2021-01-03 01:00:00,20.9326171875,0,15.3224193548387,0,0.08
2021-01-03 02:00:00,20.84681640625,0,14.7345666666667,0,0.076
2021-01-03 03:00:00,20.761015625,0,14.4765,0,0.071
2021-01-03 04:00:00,20.632314453125,0,14.3694137931034,0,0.067
2021-01-03 05:00:00,20.4178125,0,14.1947666666667,0,0.067
2021-01-03 06:00:00,20.33201171875,5.97,14.0593,1,0.062
2021-01-03 07:00:00,20.203310546875,125.28,13.7430666666667,0.4,0.071
2021-01-03 08:00:00,19.5598046875,354.4,13.7630689655172,0,0.129
2021-01-03 09:00:00,19.602705078125,357.92,13.5799,0,0.114
2021-01-03 10:00:00,19.9030078125,1023.36,13.1748333333333,1.8,0.114
2021-01-03 11:00:00,19.5598046875,444.8,13.2346,2.2,0.803
2021-01-03 12:00:00,19.98880859375,65.3,13.1358275862069,0,0.496
2021-01-03 13:00:00,20.289111328125,4435.2,13.1293225806452,0.2,0.546
2021-01-03 14:00:00,20.9326171875,4576,12.9375666666667,0,0.332
2021-01-03 15:00:00,21.36162109375,2135.68,12.9922333333333,0,0.266
2021-01-03 16:00:00,21.747724609375,1268.48,12.9918620689655,0,0.222
2021-01-03 17:00:00,22.39123046875,1754.88,13.1565666666667,0,0.352
2021-01-03 18:00:00,22.434130859375,244.8,13.0535666666667,0,0.461
2021-01-03 19:00:00,22.39123046875,297.28,12.8625,0,0.449
2021-01-03 20:00:00,22.090927734375,167.28,13.2040344827586,0,0.394
2021-01-03 21:00:00,21.790625,1.28,13.6537333333333,0,0.332
2021-01-03 22:00:00,21.53322265625,0,14.0139666666667,0,0.305
2021-01-03 23:00:00,21.2758203125,0,13.9604333333333,0,0.297
2021-01-04 00:00:00,21.061318359375,0,13.9793103448276,0,0.281
2021-01-04 01:00:00,20.84681640625,0,14.3677419354839,0,0.274
2021-01-04 02:00:00,20.718115234375,0,14.3308666666667,0,0.259
2021-01-04 03:00:00,20.5894140625,0,13.9960333333333,0.4,0.244
2021-01-04 04:00:00,20.50361328125,0,13.347724137931,1,0.236
2021-01-04 05:00:00,20.16041015625,0,13.1945333333333,0.6,0.266
2021-01-04 06:00:00,19.98880859375,4.05,13.8831333333333,0.8,0.342
2021-01-04 07:00:00,19.98880859375,152.68,13.9510333333333,0.8,0.405
2021-01-04 08:00:00,19.602705078125,421.28,13.9283103448276,0.8,0.449
2021-01-04 09:00:00,19.388203125,630.88,13.976,0.8,0.52
2021-01-04 10:00:00,19.431103515625,854.4,14.1071666666667,0.8,0.619
2021-01-04 11:00:00,19.431103515625,966.4,14.5350333333333,0.2,0.635
2021-01-04 12:00:00,19.431103515625,750.4,15.0219655172414,1.4,0.635
2021-01-04 13:00:00,19.64560546875,1676.8,14.8708709677419,0.2,0.86
2021-01-04 14:00:00,19.98880859375,1046.72,14.7479333333333,0.4,0.979
2021-01-04 15:00:00,20.074609375,792.96,14.6277333333333,0,0.959
2021-01-04 16:00:00,20.2462109375,1005.44,14.7539,0,0.938
2021-01-04 17:00:00,20.203310546875,370.88,14.7777931034483,0,0.979
2021-01-04 18:00:00,19.945908203125,351.84,14.9098666666667,0.4,1.043
2021-01-04 19:00:00,19.774306640625,266.16,15.0980666666667,0,1.133
2021-01-04 20:00:00,19.516904296875,40.66,15.4663333333333,0.2,1.133
2021-01-04 21:00:00,19.259501953125,0.85,15.823,1.4,1.043
2021-01-04 22:00:00,18.95919921875,0,15.9934,2.4,1.253
2021-01-04 23:00:00,18.744697265625,0,16.6649666666667,0.2,1.972
2021-01-05 00:00:00,18.401494140625,0,16.4759,1.4,2.104
2021-01-05 01:00:00,18.27279296875,0,16.3110333333333,0.4,2.277
2021-01-05 02:00:00,18.487294921875,0,16.1841,0.4,2.277
2021-01-05 03:00:00,18.701796875,0,16.2070333333333,0.2,2.421
2021-01-05 04:00:00,18.744697265625,0,16.2974666666667,0,2.722
2021-01-05 05:00:00,18.61599609375,0,16.5578620689655,0.4,3.062
2021-01-05 06:00:00,18.401494140625,1.06,16.4584,0.8,3.18
2021-01-05 07:00:00,18.229892578125,20.54,16.4567333333333,0.4,3.343
2021-01-05 08:00:00,18.015390625,32.97,16.6779666666667,0,3.426
2021-01-05 09:00:00,17.972490234375,62.26,17.0821724137931,0,3.221
2021-01-05 10:00:00,18.015390625,107.36,16.1707333333333,0,3.023
2021-01-05 11:00:00,18.10119140625,63.54,16.2077333333333,1.2,3.141
2021-01-05 12:00:00,18.1869921875,64.02,16.1795666666667,0,4.035
2021-01-05 13:00:00,18.1869921875,130.6,16.2495666666667,0,4.085
2021-01-05 14:00:00,18.229892578125,158.16,16.2992333333333,0,3.84
2021-01-05 15:00:00,18.27279296875,122.92,16.4376666666667,0,3.792
2021-01-05 16:00:00,18.1869921875,75.66,16.3892,0,3.605
2021-01-05 17:00:00,18.229892578125,90.28,16.1945172413793,0.4,3.221
2021-01-05 18:00:00,18.229892578125,58.42,15.9687333333333,0.2,2.984
2021-01-05 19:00:00,18.1869921875,98.92,15.8164,0,2.984
2021-01-05 20:00:00,18.1869921875,24.86,15.679,0,2.722
2021-01-05 21:00:00,18.10119140625,0.21,15.5597931034483,0,2.457
2021-01-05 22:00:00,18.10119140625,0,15.4844333333333,0,2.277
2021-01-05 23:00:00,18.10119140625,0,15.4167333333333,0,2.138
2021-01-06 00:00:00,18.015390625,0,15.3091333333333,0,1.939
2021-01-06 01:00:00,17.972490234375,0,15.2688333333333,0,1.72
2021-01-06 02:00:00,17.972490234375,0,15.2969,0,1.602
2021-01-06 03:00:00,17.886689453125,0,15.2693,0,1.489
2021-01-06 04:00:00,17.800888671875,0,15.1728,0,1.407
2021-01-06 05:00:00,17.715087890625,0,14.9321724137931,0.4,1.303
2021-01-06 06:00:00,17.629287109375,0.85,14.8980666666667,0.4,1.228
2021-01-06 07:00:00,17.543486328125,72.14,14.9818,0.2,1.253
2021-01-06 08:00:00,17.5005859375,190.8,14.9028,0,1.253
2021-01-06 09:00:00,17.5005859375,179.68,14.7758620689655,0,1.156
2021-01-06 10:00:00,17.41478515625,201.84,14.6791666666667,0,1.087
2021-01-06 11:00:00,17.457685546875,428.16,14.6882666666667,0,1.043
2021-01-06 12:00:00,17.543486328125,455.04,14.5933333333333,0,1
