"date","daily_rain","daily_WL","daily_turbidity","water_temp","lux"
2013-09-15,0,0.191916666666667,10.8541666666667,17.867953078,25490.2055555556
2013-09-17,28,0.979875,63.065625,15.862765654,18728.3216666667
2013-09-18,0,0.497010416666667,50.6135416666667,16.029864606,15524.117337963
2013-09-19,10,0.71571875,51.2520833333333,13.774028754,15873.802662037
2013-09-20,0.2,0.607520833333333,61.6104166666667,14.27532561,17710.6326851852
2013-09-21,9,0.583625,54.3239583333333,16.029864606,23498.9269212963
2013-09-22,0.6,0.452697916666667,51.0364583333333,17.951502554,27152.204212963
2013-09-23,0,0.3870625,62.4197916666667,18.703447838,20861.4408333333
2013-09-24,0,0.32846875,62.690625,19.873140502,23290.1332407407
2013-09-25,0,0.300229166666667,58.80625,19.455393122,27391.2733796296
2013-09-26,18.6,1.00768041237113,62.6412371134021,12.60433609,24323.9843981481
2013-09-27,0,0.530427083333333,57.8822916666667,16.36406251,31237.7399305556
2013-09-28,3.6,0.486822916666667,53.48125,12.60433609,23301.9590509259
2013-09-29,0,0.370958333333333,51.53125,17.533755174,29579.7076851852
2013-09-30,0,0.345824742268041,59.0824742268041,19.121195218,11500.2946990741
2013-10-01,2.6,0.41496875,56.6572916666667,13.272731898,24802.334537037
2013-10-02,0,0.3558125,51.2802083333333,14.191776134,19531.6027083333
2013-10-03,2,0.334822916666667,45.6666666666667,12.103039234,23685.6335185185
2013-10-04,0,0.29290625,36.8958333333333,17.032458318,33083.5618055556
2013-10-05,0,0.25921875,29.9354166666667,20.875734214,19236.465787037
2013-10-06,0,0.283020833333333,27.7854166666667,14.609523514,20042.7502314815
2013-10-07,1.6,0.352958333333333,25.9333333333333,14.191776134,30332.9997916667
2013-10-08,0,0.293941176470588,19.0696078431373,17.283106746,29812.719212963
2013-10-09,0,0.26653125,16.0489583333333,21.627679498,27467.3355787037
2013-10-10,0,0.438864583333333,25.7520833333333,14.108226658,4626.0875
2013-10-11,9,0.450760416666667,24.25,16.36406251,33870.5267592593
2013-10-12,0,0.310427083333333,17.9020833333333,20.457986834,36897.5402083333
2013-10-13,0,0.328322916666667,18.7354166666667,13.774028754,14699.7489351852
2013-10-14,4,0.530885416666667,31.4760416666667,11.935940282,25580.8597453704
2013-10-15,3,0.413302083333333,26.3614583333333,15.94631513,35115.1625694444
2013-10-16,0,0.311427083333333,19.925,22.546723734,24648.0694907407
